Flower group,Flower name,url,Containers,Flower Time,Flowers,Leaves,Life cycle,Miscellaneous,Plant Habit,Resistances,Soil pH Preferences,Suitable Locations,Sun Requirements,Uses,Wildlife Attractant,Flower Color,Inflorescence Height,Plant Spread,Awards and Recognitions,Parentage,Child plants,Plant Height,Fruit,Minimum cold hardiness,Propagation: Other methods,Propagation: Seeds,Toxicity,Bloom Size
daffodils,Miniature Jonquilla Daffodil (Narcissus 'Pipit'),https://garden.org/plants/view/77948/Miniature-Jonquilla-Daffodil-Narcissus-Pipit/,"Suitable in 1 gallon, Suitable in 3 gallon or larger, Needs excellent drainage in pots","Spring, Other: Forcible",Showy,Spring ephemeral,Perennial,Goes Dormant,Herb/Forb,"Deer Resistant, Gophers/Voles, Rabbit Resistant, Squirrels","Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3)",,Full Sun,"Provides winter interest, Erosion control, Groundcover, Cut Flower, Will Naturalize","Bees, Butterflies","White, Yellow, Other: all yellow initially, but cup quickly turns white",,,"RHS AGM, Other: Royal Horticultural Society(RHS) Award of Garden Merit(AGM) in 2001 then award was rescinded by the RHS in 2012",Binkie x N. jonquilla,,"14 to 16""",,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),"Offsets, Bulbs",Will not come true from seed,"Leaves are poisonous, Roots are poisonous","2""-3"""
daffodils,Jonquilla Narcissus (Narcissus 'Blushing Lady'),https://garden.org/plants/view/126636/Jonquilla-Narcissus-Narcissus-Blushing-Lady/,"Suitable in 1 gallon, Suitable in 3 gallon or larger, Needs excellent drainage in pots","Spring, Late spring or early summer, Other: may be forced","Showy, Fragrant, Other: Sweetly scented",Spring ephemeral,Perennial,Goes Dormant,Herb/Forb,"Deer Resistant, Gophers/Voles, Rabbit Resistant, Squirrels","Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3)",,Full Sun,"Provides winter interest, Erosion control, Groundcover, Cut Flower, Will Naturalize","Bees, Butterflies","Pink, Yellow, Other: Coded Y - YYP",,,,Bookmark x N. jonquilla,,"12 to 14""",,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),"Offsets, Bulbs",Will not come true from seed,"Leaves are poisonous, Roots are poisonous",
daffodils,Double Daffodil (Narcissus 'Tahiti'),https://garden.org/plants/view/77971/Double-Daffodil-Narcissus-Tahiti/,"Suitable in 1 gallon, Suitable in 3 gallon or larger, Needs excellent drainage in pots","Spring, Late spring or early summer","Showy, Other: Thought of as 'blast resistant'. (Brent and Becky's)",Spring ephemeral,Perennial,Goes Dormant,Herb/Forb,"Deer Resistant, Gophers/Voles, Rabbit Resistant, Squirrels","Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3)",,Full Sun,"Provides winter interest, Erosion control, Groundcover, Cut Flower, Will Naturalize","Bees, Butterflies","Orange, Yellow",14 to 16 inches,,Other: Wister 2003; AGM 1995; FCC(e) 1961; FCC Haarlem 1961; AM Haarlem 1961; PC 1956;,Falaise x Ceylon,,"14 to 16""",,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),"Offsets, Bulbs",Will not come true from seed,"Leaves are poisonous, Roots are poisonous","4""-5"""
daffodils,Daffodil (Narcissus 'Lavender Bell'),https://garden.org/plants/view/824180/Daffodil-Narcissus-Lavender-Bell/,"Suitable in 1 gallon, Suitable in 3 gallon or larger, Needs excellent drainage in pots",Spring,Showy,Spring ephemeral,Perennial,Goes Dormant,Herb/Forb,"Deer Resistant, Gophers/Voles, Rabbit Resistant, Squirrels","Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3)",,Full Sun,"Provides winter interest, Erosion control, Cut Flower, Will Naturalize","Bees, Butterflies",,,,,,,,,,"Offsets, Bulbs",Will not come true from seed,"Leaves are poisonous, Roots are poisonous",
daffodils,Bulbocodium Daffodil (Narcissus 'Spoirot'),https://garden.org/plants/view/232233/Bulbocodium-Daffodil-Narcissus-Spoirot/,"Suitable in 1 gallon, Suitable in 3 gallon or larger, Needs excellent drainage in pots","Late winter or early spring, Spring",Showy,Spring ephemeral,Perennial,Goes Dormant,Herb/Forb,"Deer Resistant, Gophers/Voles, Rabbit Resistant, Squirrels","Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3)",,Full Sun,"Provides winter interest, Erosion control, Groundcover, Cut Flower, Will Naturalize","Bees, Butterflies",Yellow,,,"RHS AGM, Other: Award of Merit 2011",N. bulbocodium subsp. bulbocodium var. conspicuus x N. cantabricus subsp. cantabricus var. foliosus,3 child plants,4 to 6 inches,,Zone 3 -40 °C (-40 °F) to -37.2 °C (-35),"Offsets, Bulbs",Will not come true from seed,"Leaves are poisonous, Roots are poisonous","1""-2"""
daffodils,Double Daffodil (Narcissus 'Ice King'),https://garden.org/plants/view/115799/Double-Daffodil-Narcissus-Ice-King/,"Suitable in 1 gallon, Suitable in 3 gallon or larger, Needs excellent drainage in pots",Spring,Showy,Spring ephemeral,Perennial,Goes Dormant,Herb/Forb,"Deer Resistant, Gophers/Voles, Rabbit Resistant, Squirrels","Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3)",,Full Sun,"Provides winter interest, Erosion control, Groundcover, Cut Flower, Will Naturalize","Bees, Butterflies","White, Yellow",,,,Sport of: Ice Follies,,26.5 inches,,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),"Offsets, Bulbs",Will not come true from seed,"Leaves are poisonous, Roots are poisonous",
daffodils,Triandrus Daffodil (Narcissus 'Thalia'),https://garden.org/plants/view/77974/Triandrus-Daffodil-Narcissus-Thalia/,"Suitable in 1 gallon, Suitable in 3 gallon or larger, Needs excellent drainage in pots","Spring, Other: Forcible","Showy, Fragrant, Other: warm days potentiate fragrance",Spring ephemeral,Perennial,Goes Dormant,Herb/Forb,"Deer Resistant, Gophers/Voles, Rabbit Resistant, Squirrels","Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3)",,Full Sun,"Provides winter interest, Erosion control, Groundcover, Cut Flower, Will Naturalize","Bees, Butterflies","White, Other: Pure white.",,,"Other: Wister (2013), Forcing Award (1921), Award of Merit (1919); 2010 Great Plant Picks Award Winner",N. triandrus subsp. triandrus var. triandrus x sdlg,2 child plants,12-14 inches,,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),"Offsets, Bulbs",Will not come true from seed,"Leaves are poisonous, Roots are poisonous",
daffodils,Large-cupped Daffodil (Narcissus 'Chromacolor'),https://garden.org/plants/view/77899/Large-cupped-Daffodil-Narcissus-Chromacolor/,"Suitable in 1 gallon, Suitable in 3 gallon or larger, Needs excellent drainage in pots","Spring, Late spring or early summer",Showy,Spring ephemeral,Perennial,Goes Dormant,Herb/Forb,"Deer Resistant, Gophers/Voles, Rabbit Resistant, Squirrels","Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3)",,Full Sun,"Provides winter interest, Erosion control, Groundcover, Cut Flower, Will Naturalize","Bees, Butterflies","Pink, White",,,"RHS AGM, Other: Wister Award & AGM",Carita x Accent,,14 to 16 or17 inches,,Zone 3 -40 °C (-40 °F) to -37.2 °C (-35),"Offsets, Bulbs",Will not come true from seed,"Leaves are poisonous, Roots are poisonous","5""-6"""
daffodils,Trumpet Daffodil (Narcissus 'Marieke'),https://garden.org/plants/view/120582/Trumpet-Daffodil-Narcissus-Marieke/,"Suitable in 1 gallon, Suitable in 3 gallon or larger, Needs excellent drainage in pots","Late winter or early spring, Spring, Other: should force well though it is pretty tall",Showy,Spring ephemeral,Perennial,Goes Dormant,Herb/Forb,"Deer Resistant, Gophers/Voles, Rabbit Resistant, Squirrels","Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3)",,Full Sun,"Provides winter interest, Erosion control, Groundcover, Cut Flower, Will Naturalize","Bees, Butterflies",Yellow,1.5 to 2 feet,,,,,18 to 24 inches,,Zone 3 -40 °C (-40 °F) to -37.2 °C (-35),"Offsets, Bulbs",Will not come true from seed,"Leaves are poisonous, Roots are poisonous",
daffodils,Trumpet Narcissus (Narcissus 'Bravoure'),https://garden.org/plants/view/77890/Trumpet-Narcissus-Narcissus-Bravoure/,"Suitable in 1 gallon, Suitable in 3 gallon or larger, Needs excellent drainage in pots","Spring, Other: Forcible",Showy,Spring ephemeral,Perennial,Goes Dormant,Herb/Forb,"Deer Resistant, Gophers/Voles, Rabbit Resistant, Squirrels","Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3)",,Full Sun,"Provides winter interest, Erosion control, Groundcover, Cut Flower, Will Naturalize","Bees, Butterflies","White, Yellow",,,"RHS AGM, Other: Wister Award 2002, FCC 1990, 3 Awards of Merit 1978, 81, 82.",,4 child plants,">26"" tall",,Zone 3 -40 °C (-40 °F) to -37.2 °C (-35),"Offsets, Bulbs",Will not come true from seed,"Leaves are poisonous, Roots are poisonous","4""-5"""
dahlias,Dahlia 'Kelsey Annie Joy',https://garden.org/plants/view/754370/Dahlia-Kelsey-Annie-Joy/,Suitable in 3 gallon or larger,,Showy,,Perennial,,Herb/Forb,Deer Resistant,,,Full Sun,,,,,,,,,,,,"Division, Other: Propagate by taking cuttings of newly emerged shoots",Will not come true from seed,,
dahlias,Dahlia 'Destiny's John Michael',https://garden.org/plants/view/794227/Dahlia-Destinys-John-Michael/,Suitable in 3 gallon or larger,,Showy,,Perennial,,Herb/Forb,Deer Resistant,,,Full Sun,,,,4.5 feet,,,,,,,,"Division, Other: Propagate by taking cuttings of newly emerged shoots",Will not come true from seed,,
dahlias,Dahlias (Dahlia),https://garden.org/plants/view/76165/Dahlias-Dahlia/,Suitable in 3 gallon or larger,,Showy,,Perennial,,Herb/Forb,Deer Resistant,,,Full Sun,,,,,,,,,,,,"Division, Other: Propagate by taking cuttings of newly emerged shoots",,,
dahlias,Dahlia 'Formby Sunrise',https://garden.org/plants/view/807306/Dahlia-Formby-Sunrise/,Suitable in 3 gallon or larger,,Showy,,Perennial,,Herb/Forb,Deer Resistant,,,Full Sun,,,,,,,,,,,,"Division, Other: Propagate by taking cuttings of newly emerged shoots",,,
dahlias,Dahlia 'Santa Claus',https://garden.org/plants/view/170440/Dahlia-Santa-Claus/,Suitable in 3 gallon or larger,,Showy,,Perennial,,Herb/Forb,Deer Resistant,,,Full Sun,,,,,,,,,,,,"Division, Other: Propagate by taking cuttings of newly emerged shoots",Will not come true from seed,,
dahlias,Dahlia 'AC Sadie',https://garden.org/plants/view/800830/Dahlia-AC-Sadie/,Suitable in 3 gallon or larger,,Showy,,Perennial,,Herb/Forb,Deer Resistant,,,Full Sun,,,,,,,,,,,,"Division, Other: Propagate by taking cuttings of newly emerged shoots",,,
dahlias,Dahlia 'Hapet Champagne',https://garden.org/plants/view/704041/Dahlia-Hapet-Champagne/,Suitable in 3 gallon or larger,,Showy,,Perennial,,Herb/Forb,Deer Resistant,,,Full Sun,,,,,,,,,,,,"Division, Other: Propagate by taking cuttings of newly emerged shoots",Will not come true from seed,,
dahlias,Dahlia 'Firepot',https://garden.org/plants/view/171081/Dahlia-Firepot/,Suitable in 3 gallon or larger,,Showy,,Perennial,,Herb/Forb,Deer Resistant,,,Full Sun,,,,,,,,,2 feet,,,"Division, Other: Propagate by taking cuttings of newly emerged shoots",Will not come true from seed,,
dahlias,Dahlia 'Thomas A. Edison',https://garden.org/plants/view/193972/Dahlia-Thomas-A-Edison/,Suitable in 3 gallon or larger,,Showy,,Perennial,,Herb/Forb,Deer Resistant,,,Full Sun,,,Purple,,,,,,,,,"Division, Other: Propagate by taking cuttings of newly emerged shoots",Will not come true from seed,,
dahlias,Dahlia 'Creme de Cassis',https://garden.org/plants/view/712078/Dahlia-Creme-de-Cassis/,Suitable in 3 gallon or larger,,Showy,,Perennial,,Herb/Forb,Deer Resistant,,,Full Sun,,,,,,,,,3 feet,,,"Division, Other: Propagate by taking cuttings of newly emerged shoots",Will not come true from seed,,
daylilies,Daylily (Hemerocallis 'Quoting Hemingway'),https://garden.org/plants/view/718630/Daylily-Hemerocallis-Quoting-Hemingway/,,,Showy,,Perennial,,Herb/Forb,,,,Full Sun to Partial Shade,,,,,,,Bluegrass Shadows x sdlg,2 child plants,,,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),Division,Will not come true from seed,,
daylilies,Daylily (Hemerocallis 'Soli Deo Gloria'),https://garden.org/plants/view/182737/Daylily-Hemerocallis-Soli-Deo-Gloria/,,,"Showy, Fragrant",,Perennial,,Herb/Forb,,,,Full Sun to Partial Shade,,,,,,,sdlg x sdlg,10 child plants,,,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),Division,Will not come true from seed,,
daylilies,Daylily (Hemerocallis 'Kathrine Carter'),https://garden.org/plants/view/648260/Daylily-Hemerocallis-Kathrine-Carter/,,,Showy,,Perennial,,Herb/Forb,,,,Full Sun to Partial Shade,,,,,,,(Lip Smack x Foolish Dragon) x Dragon Pinata,,,,Zone 3 -40 °C (-40 °F) to -37.2 °C (-35),Division,Will not come true from seed,,
daylilies,Daylily (Hemerocallis 'Golden Hibiscus'),https://garden.org/plants/view/26667/Daylily-Hemerocallis-Golden-Hibiscus/,,,"Showy, Fragrant",,Perennial,,Herb/Forb,,,,Full Sun to Partial Shade,,,,,,,Majestic Gold x Clifford Warren,8 child plants,,,Zone 5a -28.9 °C (-20 °F) to -26.1 °C (-15 °F),Division,Will not come true from seed,,
daylilies,Daylily (Hemerocallis 'Zollo Omega'),https://garden.org/plants/view/788097/Daylily-Hemerocallis-Zollo-Omega/,,,Showy,,Perennial,,Herb/Forb,,,,Full Sun to Partial Shade,,,,,,,Worthy of Distinction x Eight Miles High,,,,Zone 3 -40 °C (-40 °F) to -37.2 °C (-35),Division,Will not come true from seed,,
daylilies,Daylily (Hemerocallis 'Put My Picture on the Cover'),https://garden.org/plants/view/787425/Daylily-Hemerocallis-Put-My-Picture-on-the-Cover/,,,Showy,,Perennial,,Herb/Forb,,,,Full Sun to Partial Shade,,,,,,,(Stargate Portal x Fancy Face) x Cosmic Kaleidoscope,,,,Zone 3 -40 °C (-40 °F) to -37.2 °C (-35),Division,Will not come true from seed,,
daylilies,Daylily (Hemerocallis 'Armed to the Teeth'),https://garden.org/plants/view/644018/Daylily-Hemerocallis-Armed-to-the-Teeth/,,,Showy,,Perennial,,Herb/Forb,,,,Full Sun to Partial Shade,,,,,,,sdlg x sdlg,one child plant,,,Zone 3 -40 °C (-40 °F) to -37.2 °C (-35),Division,Will not come true from seed,,
daylilies,Daylily (Hemerocallis 'Sons of Thunder'),https://garden.org/plants/view/644114/Daylily-Hemerocallis-Sons-of-Thunder/,,,"Showy, Fragrant",,Perennial,,Herb/Forb,,,,Full Sun to Partial Shade,,,,,,,Chariot of Clouds x All Things to All Men,,,,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),Division,Will not come true from seed,,
daylilies,Daylily (Hemerocallis 'Dearest Mahogany'),https://garden.org/plants/view/644359/Daylily-Hemerocallis-Dearest-Mahogany/,,,Showy,,Perennial,,Herb/Forb,,,,Full Sun to Partial Shade,,,,,,,Stupid in Love x sdlg,,,,Zone 3 -40 °C (-40 °F) to -37.2 °C (-35),Division,Will not come true from seed,,
daylilies,Daylily (Hemerocallis 'Vanishing Mist'),https://garden.org/plants/view/229744/Daylily-Hemerocallis-Vanishing-Mist/,,,"Showy, Fragrant",,Perennial,,Herb/Forb,,,,Full Sun to Partial Shade,,,,,,,(Filled to Overflowing x Way of Life) x (((Light of the World x Way of Life) x (Regal Majesty x Clothed in Glory)) x Heartbeat of Heaven),2 child plants,,,Zone 4a -34.4 °C (-30 °F) to -31.7 °C (-25 °F),Division,Will not come true from seed,,
deadnettles,Purple Dead Nettle (Lamium purpureum),https://garden.org/plants/view/87320/Purple-Dead-Nettle-Lamium-purpureum/,,"Late spring or early summer, Summer, Late summer or early fall, Fall",Showy,Other: Hairy,Annual,,Herb/Forb,,,,,"Groundcover, Culinary Herb, Salad greens, Good as a cover crop, Suitable for forage",Bees,Lavender,,,,,,6-12 inches,,,Stolons and runners,Self fertile,,
deadnettles,White Dead Nettle (Lamium album),https://garden.org/plants/view/92445/White-Dead-Nettle-Lamium-album/,,"Late spring or early summer, Summer, Late summer or early fall, Fall",Showy,,Perennial,,Herb/Forb,,,,"Full Sun to Partial Shade, Partial or Dappled Shade, Partial Shade to Full Shade, Full Shade","Erosion control, Groundcover, Culinary Herb, Will Naturalize",,"White, Bi-Color: White with black spots",,30 cm,,,,15-30 cm,,Zone 3 -40 °C (-40 °F) to -37.2 °C (-35),,"Needs specific temperature: Sow at 18-22 C° for 4 weeks, move to  minimum  4 C° for 6 weeks, move to 5-12 C°. for germination, Depth to plant seed: 0.5 cm, Sow in situ, Start indoors, Can handle transplanting",,
deadnettles,Spotted Dead Nettle (Lamium maculatum 'Pink Pewter'),https://garden.org/plants/view/88086/Spotted-Dead-Nettle-Lamium-maculatum-Pink-Pewter/,Suitable in 1 gallon,"Spring, Late spring or early summer, Summer",Showy,"Unusual foliage color, Semi-evergreen",Perennial,,Herb/Forb,"Deer Resistant, Rabbit Resistant, Humidity tolerant",,,"Full Sun, Full Sun to Partial Shade, Partial or Dappled Shade, Partial Shade to Full Shade, Full Shade","Groundcover, Will Naturalize",,Pink,,16 inches,,,,6 inches,,Zone 3 -40 °C (-40 °F) to -37.2 °C (-35),"Division, Stolons and runners","Will not come true from seed, Other info: may self-seed",,"Under 1"""
deadnettles,Henbit (Lamium amplexicaule),https://garden.org/plants/view/111123/Henbit-Lamium-amplexicaule/,,"Late winter or early spring, Spring, Late spring or early summer, Summer, Late summer or early fall, Fall, Late fall or early winter",Showy,"Other: Edible, with a sweet, grassy flavor; tasty in salads.",Annual,,Herb/Forb,,,,"Full Sun, Full Sun to Partial Shade, Partial or Dappled Shade",Salad greens,"Bees, Butterflies","Lavender, Pink, Purple, Other: Round 2 to 3 inch wide cluster of several 1/2 inch to 1 inch 2-lipped elongated flowers. Each flower has a dark pink upper lip and 2-lobed lower lip of pale pink with darker pink spots.",,3 - 6 inches,,,,3 - 12 inches,,,Division,Self fertile,,"Under 1"""
deadnettles,Yellow Archangel (Lamium galeobdolon subsp. montanum 'Florentinum'),https://garden.org/plants/view/77433/Yellow-Archangel-Lamium-galeobdolon-subsp-montanum-Florentinum/,"Suitable in 1 gallon, Suitable in 3 gallon or larger",Spring,Showy,"Deciduous, Variegated",Perennial,,Herb/Forb,,,,Partial or Dappled Shade,"Groundcover, Will Naturalize",Bees,Yellow,,,,,,1-1.5 feet (30-45cm),,,Division,Can handle transplanting,,"Under 1"""
deadnettles,Spotted Dead Nettle (Lamium maculatum),https://garden.org/plants/view/86753/Spotted-Dead-Nettle-Lamium-maculatum/,,"Spring, Late spring or early summer, Summer, Late summer or early fall",Showy,"Unusual foliage color, Semi-evergreen",Perennial,,Herb/Forb,Deer Resistant,,Xeriscapic,"Partial or Dappled Shade, Partial Shade to Full Shade","Groundcover, Will Naturalize",Bees,"Lavender, Pink, White",,9-12 inches,,,,6-12 inches,,Zone 3 -40 °C (-40 °F) to -37.2 °C (-35),"Division, Stolons and runners",,,
delphiniums,Delphinium 'Diamonds Blue',https://garden.org/plants/view/657076/Delphinium-Diamonds-Blue/,Suitable in 3 gallon or larger,,Showy,,Perennial,,Herb/Forb,,"Slightly acid (6.1 – 6.5), Neutral (6.6 – 7.3), Slightly alkaline (7.4 – 7.8)",,Full Sun to Partial Shade,,,Blue,,12 inches,,,,16 - 24 inches,,Zone 3 -40 °C (-40 °F) to -37.2 °C (-35),,,,"1""-2"""
delphiniums,Larkspur (Delphinium 'Benary's Pacific Cameliard'),https://garden.org/plants/view/803477/Larkspur-Delphinium-Benarys-Pacific-Cameliard/,,,Showy,,Perennial,,Herb/Forb,,,,,,,,,,,,,,,,,,,
delphiniums,Delphinium 'Percival',https://garden.org/plants/view/240191/Delphinium-Percival/,,"Spring, Late spring or early summer, Summer",Showy,,Perennial,,Herb/Forb,,,,"Full Sun, Full Sun to Partial Shade","Cut Flower, Suitable as Annual",,Bi-Color: white/black,,50-60 cm,,,,120-150 cm,,,Cuttings: Stem,"Scarify seeds: 2 weeks, Depth to plant seed: cover the seeds very thin, Suitable for wintersowing, Sow in situ, Start indoors, Can handle transplanting, Will not come true from seed, Other info: some will come true from seed, others will be only give white flowers","Leaves are poisonous, Roots are poisonous, Fruit is poisonous",
delphiniums,Larkspur (Delphinium elatum 'Guardian Lavender'),https://garden.org/plants/view/167651/Larkspur-Delphinium-elatum-Guardian-Lavender/,,"Late spring or early summer, Summer",Showy,,Perennial,,Herb/Forb,,,,Full Sun to Partial Shade,Cut Flower,,,,,,,,,,,Cuttings: Stem,,"Leaves are poisonous, Roots are poisonous, Fruit is poisonous",
delphiniums,Larkspur (Delphinium elatum New Millennium™ Black Eyed Angels),https://garden.org/plants/view/550370/Larkspur-Delphinium-elatum-New-Millennium-Black-Eyed-Angels/,,"Late spring or early summer, Summer",Showy,,Perennial,,Herb/Forb,,,,Full Sun to Partial Shade,Cut Flower,,,,,,,,,,,Cuttings: Stem,,"Leaves are poisonous, Roots are poisonous, Fruit is poisonous",
